评论内容,毒性评论,普通评论,
这种新闻才应该要热搜！演唱会什么的 下去吧你,,1,
谢谢所有英雄为人民的付出和守护???,,1,
感恩，一定注意安全，平安归来???,,1,
你们辛苦了,,1,
保重身体啊,,1,
最气人的是今天刷到视频，有人在灾区开摩托艇玩，一定程度影响了救灾,,1,
自身健康和安全也很重要，不要过度疲劳了,,1,
辛苦了祝你们安好,,1,
辛苦了！谢谢,,1,
好心疼啊谢谢你们,,1,
我滴天就看着这文字都觉得疼?,,1,
谢谢，辛苦了,,1,
他们是人间的天使，出现险情，每次都是第一时间赶到，拼命去救助，先生大义。,,1,
这位队友辛苦了。,,1,
也要注意身体呀！,,1,
战在一线的勇士,,1,
你们一定要注意安全！！注意身体！,,1,
一定要保重身体,,1,
辛苦啦，一定要平安归来,,1,
安全第一，不想再看到有人受伤了,,1,
辛苦了，好人一生平安,,1,
致敬人民英雄,,1,
致敬！！！请你们也要平安归来！！,,1,
灾难无情，人间有情,,1,
致敬英雄们太不容易了,,1,
感谢你们的默默付出，太伟大了,,1,
三公分的水泡我的天,,1,
这也太辛苦了，休息还是得有的啊,,1,
都是伟大的人希望他们都好好的,,1,
连续救援真的很辛苦,,1,
看的很揪心啊,,1,
非常让人心疼,,1,
一定要注意安全啊,,1,
很心疼他们，也很感谢他们，希望他们在救援时也要保护好自己,,1,
看起来太心疼了，救援人员辛苦了，向您们致敬,,1,
一定要注意好自己的安全啊,,1,
哎太不容易了啊，希望早点过去了,,1,
希望都可以平平安安,,1,
看着真心疼，希望这些灾害快点过去,,1,
灾难无情人有情,,1,
真的太不容易了，好辛苦,,1,
真的是很暖心的一件事,,1,
他们真的太伟大了啊,,1,
感恩有你们默默付出谁也不是生来金刚铁臂，希望你们保护人民群众的同时，也保护好自己啊,,1,
真的太不容易了，辛苦了,,1,
你们辛苦了,,1,
我们济宁的,,1,
愿所有人都能平安归来,,1,
他们救到人的时候还开心的笑着，谢谢你们，也要好好保重,,1,
请一定一定嘉奖他们的功勋，补贴什么的都要跟上啊辛苦你们了,,1,
致敬逆行者，注意安全，注意身体,,1,
老百姓的英雄，中国人民永存，祖国永存老百姓的英雄，中国人民永存，祖国永存老百姓的英雄，中国人民永存，祖国永存,,1,
老百姓的英雄，中国人民永存，祖国永存老百姓的英雄，中国人民永存，祖国永存,,1,
老百姓的英雄，中国人民永存，祖国永存,,1,
好心疼，都辛苦了,,1,
? 辛苦了！！都要安全啊,,1,
看着就很心疼，希望这次水灾尽快过去。大家也要保护好自己,,1,
太不容易了，救援同时也要注意安全啊,,1,
辛苦了，太令人心疼了,,1,
一起向他们致敬吧，他们真的太伟大了,,1,
辛苦啦！！请注意安全，也要休息一下啊,,1,
真英雄！！！,,1,
@嘻mo嘻mo嘻: 心疼男人们，咦？危险时刻咋不见女人的呀，女人不是独立自强吗？不是到处抹黑男人吗？,1,,
透支生命，燃烧自己，拯救他人。这才是英雄啊,,1,
你们真的心中有大爱，真的做到了无私奉献,,1,
希望这场灾难快点过去 大家都平安,,1,
感谢他们 但是也注意身体吧 唉,,1,
希望这一次难关早点度过呀,,1,
全部灾区同胞平安???,,1,
敬畏人民英雄！,,1,
大家辛苦了，因为有你们的付出！大家的安全才有保障,,1,
大家辛苦了，希望大家都能平安健康！我们会一直关注,,1,
心疼救援英雄，要赶紧买药消毒涂药，别细菌感染了,,1,
一定要保重身体顺顺利利的,,1,
真是好样的，愿快点康复,,1,
看到他们角膜的血泡，还有肿的那个样，真的太可怜了。,,1,
这也太危险了，希望大家最近都要注意安全。,,1,
一定要注意安全,,1,
看到他们辛苦付出的样子真的太心疼了，希望他们都能平安。,,1,
连续救援真的很累啊,,1,
在一线真的是好辛辛苦，敬佩,,1,
感谢你们的辛苦付出,,1,
愿救援队的每个英雄都平安顺利,,1,
注意安全啊，要注意安全保护好自己,,1,
实在是太辛苦了,,1,
看着都让人心疼来，辛苦了,,1,
辛苦了！！希望大家都能平平安安,,1,
这就是人多的力量，一方有难八方支援,,1,
希望所有的人都可以注意安全呀，向他们致敬,,1,
救援队真的是太辛苦了，一起感谢他们吧,,1,
辛苦了，为了救人辛苦了，保重,,1,
他们真的是特别的伟大，又让我看到了团结的力量,,1,
希望灾情早点过去，平平安安的啊,,1,
真的太辛苦了,,1,
都辛苦了，这个太惨了,,1,
一定要注意安全希望灾难早点过去,,1,
太难受了，大家都辛苦了,,1,
这一次的洪涝灾害给人们带来了很多的经济损失。,,1,
看了是真的心疼，希望灾情快过去,,1,
看着真的心疼,,1,
真的希望这次难关快点度过呀,,1,
还是要注意的,,1,
真的很不容易了，感谢大家的付出！保护了大家的安全,,1,
怎么水还没褪啊,,1,
太让人心疼了,,1,
真的是太辛苦这些人，感动的泪目，希望都能平安。,,1,
确实很不容易的,,1,
自己也要注意安全,,1,
他们的付出真的特别的伟大了,,1,
他们真的不容易呀，好好休息一会吧,,1,
真的太辛苦了,,1,
一方有难八方支援,,1,
希望大家都能够平安！,,1,
感觉也不容易,,1,
哪有什么岁月静好，只不过是有人在替我们负重前行,,1,
看着真的好心疼,,1,
一定要安全啊！！！,,1,
太不容易了救人的同时也要注意身体,,1,
救援人员辛苦了,,1,
真的是太不容易了很辛苦伟大,,1,
支持乌克兰的大V很多都这样，只是懒得说而已。这些人大部分都是之前支持叙利亚叛军那帮人?,,1,
国内著名的支持乌克兰的微博大V在外网推特公然攻击参与抗洪救灾的人民子弟兵！?,,1,
这次北方发大水，很多官员和人民子弟兵冲在一线，值得尊敬??,,1,
乌贼博主都是这种,1,,
禁言而已，侮辱解放军就应该让它吃牢饭,,1,
一边说自己支持乌克兰是为了正义和良知。一边对抗洪救灾的解放军官兵进行攻击和污蔑,,1,
难道就不能罚这些汉奸吗？,,1,
原来这人长这样。年龄也很大了。我一直以为他可能就30多、40岁。,,1,
长了一股“皇协军”狗腿子的尿性,1,,
这吊人，看过他微博写的文章很多都是有问题。,1,,
都是些反贼恨国党,1,,
要是在战乱，这种人肯定会被人打S,1,,
臭不可闻的乌贼?,1,,
什么牛鬼蛇神都是大V,1,,
这B是个大坏仲,1,,
没谁听说过这猴子吧？哪里来的骗子。,1,,
深有感触。,,1,
那个s逼我见一次投诉一次的,1,,
主要还是判得轻，这种毙这两个就消停了,1,,
长的那德性,1,,
大家应该人肉这个走狗的位置，就地处决得了,1,,
为什么不封了他,1,,
看了这照片，不得不信相由心生这句话,1,,
动不动就封嘴，却让真正的汉奸为所欲为，看不懂网管的意思，是物以类聚吗？,1,,
人家死就不怕滚水烫了。禁言有个屁用。,1,,
漂亮国的狗，不然就月经国的狗,1,,
尖嘴猴腮的,1,,
长得就很汉奸，估计祖上出过汉奸人物,1,,
我也看见过这病人，真心觉得奇怪为什么这种公然攻击国家的还能在网上这么天天蹦跶？？因为背后有人撑腰吧。,1,,
中国救灾总是子弟兵和工作人员竭尽全力，这个是事实。,,1,
英烈法侍候,1,,
都是大屁眼,1,,
这个人一看就知道是个二鬼子，微博还总推给我，都是蛇鼠一窝,1,,
像个大鲶鱼就差两个长胡须了，它们只能在脏水臭水里才能自由呼吸,1,,
国内叛徒，不用说，先查这帮孙子,1,,
骂解放军，踢到铁板了吧？以前都是惯的他！,,1,
每次都举报他，他还没被封号？,1,,
这个妥妥的内奸或者是间谍,1,,
?等于反贼，基本没有误差,1,,
这种人好好查查，说不定就是奸细,1,,
反贼一个，像?又臭又硬！,1,,
作家和搞金融不少这样的人,1,,
新浪也不是什么好东西。,1,,
头足类是这样的,1,,
发言的恶臭程度和年代感其实和这个形象很符合。,1,,
那些都是汉奸,1,,
看这几个反贼的面相，不得不让人相信相由心生的准确性,1,,
图二这些头衔赤裸裸的殖物人烙印。,1,,
哪有人同情乌克兰，只不过跪它美爹而已，关键是人家还不认他这个儿子，只把他当狗而已,1,,
相由心生，看看他那个样子，吼吼,1,,
大头鹰说的对，我国最大的优势就是让这群人能平安的活到现在,1,,
所有支持乌克兰的基本都是这种货色,1,,
必须把这种反贼抓起来,1,,
举报这个B不知道多少次了，微博为什么不作为,1,,
这个姓崔的，确实是美国和乌克兰舔狗,1,,
原来是臭名昭著的晶报那个副主编张明俊。一只下水道生物，还道貌岸然讲学？,1,,
也就是在俄乌冲突中占据了道德高点急忙装圣洁了一波，其他时间这些人就是蟑螂一样的存在。,1,,
心慈手软，我就建议这种外国代理人直接定点q除完事儿,1,,
//@大墟黑天:先打开知名度，然后干的才是他们真正目的。一贯套路吧。参照扁桃肥过脑的那个著名公知//@读网思考:作家崔成浩这个账号是他吗？还是换人了？,1,,
但凡支持乌克兰的，有一个正常的么？,1,,
散发恶臭，真是相由心生,1,,
愿平安，辛苦了！,,1,
杨靖宇将军的老乡,,1,
一场杜苏芮 已经牺牲了这么多人了,,1,
希望国家养好他们的家人。,,1,
我姥爷就在确山当的兵，英雄走好,,1,
70后，和我同辈！比他大！我愿意换他,,1,
对家属佑护,,1,
英雄走好。,,1,
英雄辈出的舒兰市英雄走好！！,,1,
英雄走好感谢国家,,1,
这面相就是十分正气的人，这么年轻，为民牺牲致敬英雄,,1,
兄弟，一路走好！,,1,
我的军校同学，吾辈楷模，吾辈英雄，昆训兄弟，一路走好,,1,
英雄，一路走好……??????,,1,
致敬人民子弟兵,,1,
致敬中国军人，哪里有难都能看见你们的身影你们辛苦啦,,1,
致敬中国军人致敬最可爱的人，愿你们一生平安,,1,
最可爱的人,,1,
军人，你们最美…,,1,
致敬   最可爱的人  ,,1,
致敬子弟兵哥哥,,1,
#一群穿军装的孩子# ,,1,
致敬人民子弟兵！,,1,
致敬辛苦了,,1,
致敬 都要平安,,1,
致敬辛苦了,,1,
是不是新兵呀 还有黑白分界,,1,
致敬最可爱的人,,1,
致敬人民子弟兵?,,1,
好好休息一下吧。,,1,
致敬辛苦了,,1,
比我弟弟还小几岁,,1,
向你们致敬,,1,
辛苦了人民子弟兵！,,1,
我儿子也在部队，他们都还是孩子，家里的宝，但在灾情面前是老百姓的主心骨，愿孩子们都平安。,,1,
像军人致敬，，我觉得军人才是应该奖励的，水灾费用很高，政府管理机构，有工业生产许可证，3c，真正实体企业交税是国家发展整体带动百姓，水灾没有补助，一些自私的人拍照片天天炒作，反对给补助，我倒是建议给军人好的待遇,,1,
这就是为什么有些地方军人优先的原因,,1,
致敬人民子弟兵你们辛苦了,,1,
我們不懂？為什么不用小型挖土机机械工具?太累了。,,1,
全心全意为人民，这就是我们的人民子弟兵，致敬最可爱的人！,,1,
应该会统一修建，我们老家有个村九几年的时候龙卷风，一条带的房屋都毁了，后来政府统一重建的,,1,
如果因灾返贫，国家会有什么政策吗？,,1,
这倒不用担心，我们这17年也有水灾，当时农村被泡的危房直接翻建了，被泡坏但不危险的按情况给了1w5或2w8的维修补助。,,1,
这个应该也看地方zf吧，如果富裕了，帮助大家建房,,1,
06年我们那边大洪水水灾引起的瓦片房成危房的一律国家出钱建一层水泥房呢，一层楼的送一袋米，两层楼的送半袋米，，那会我家水淹半米深两层楼送了半袋米//@樱桃社区杨得馥:如果因灾返贫，国家会有什么政策吗？,,1,
還有田裡粿粒無收的五常大米……[悲傷],,1,
只能坚强一点，重建就好，毕竟最坚韧生产要素“人”，依旧存在,,1,
房屋损坏这种反而是最容易解决的，因为不管是自然灾害，扶贫，农村危房治理都可以找政策去申请资金解决（虽然流程比较慢）。怕的是那种没办法定量的损失。,,1,
这波，损失惨重。,,1,
完全没有必要担心，因为中国是社会主义国家,,1,
借机会合村并镇……,,1,
借着机会重新规划建设新农村吧,,1,
村书记拿出来点钱，支持一下村民,,1,
小仙女圣母不是挺多的呢，找他们不行吗？,1,,
就快秋收了，可惜了五常大米……,,1,
政府部门必须落地到位了，这个关键到家家户户民生大问题,,1,
人活着就好，房子塌了，再建更大更好的就是了。当年的汶川可比这损失大多了。,,1,
人没事就好，今年米贵一些就贵一些吧，明天会更好,,1,
晚安，昔昔,,1,
晚安，愿洪水退去家园仍在?,,1,
和！所！有！的！烦！恼！说！拜！拜！和！所！有！的！快！乐！说！嗨！嗨！,,1,
看见这样的场景，真的好感动啊！,,1,
可以可以哟呵呵呵,,1,
哪里有危险他们永远冲在最前面，致敬解放军,,1,
这真的是让人泪目呀,,1,
这让人太泪崩了,,1,
真的有被酸到了,,1,
这就是安全感，这就是依靠啊,,1,
致敬最可爱的人,,1,
解放军来了,,1,
这就是我们的坚强后盾钢铁长城,,1,
他们来了，一切都会好的。这就是解放军给的安全感，这就是国家最可靠的后盾！致敬！,,1,
人民的坚强后盾,,1,
国家没有不重视东北,,1,
解放军就是人民的定海神针,,1,
#致敬中国军人# 解放军是我们最大的安全感,,1,
为人民子弟兵点赞,,1,
这真是人民的子弟兵。,,1,
哎，好心疼啊，春种秋收，这下要损失很多,,1,
希望各地伸出援手帮助东北，毕竟都是一家的，更何况是粮仓,,1,
一年一季的农田，最怕这种。黑龙江太难了,,1,
黑龙江的大米都很好吃，只是五常的农民们损失惨重了。,,1,
愿一切顺利 人民平安,,1,
五常大米很好吃，赶紧买起来。,,1,
我的大五常，从来不说放弃仍然坚持着自救,,1,
